"Postal code area","Inhabitants, total, 2018 (HE)","Males, 2018 (HE)","Females, 2018 (HE)"
"90670  Hiukkavaara (Oulu)",3317,1675,1642
"90800  Pateniemi (Oulu)",7827,3960,3867
"90810  Kiviniemi (Oulu)",2837,1442,1395
"90820  Kello (Oulu)",3259,1678,1581
"90830  Haukipudas Keskus (Oulu)",8328,4106,4222
"90840  Haukipudas Asemanseutu (Oulu)",1929,1008,921
"90850  Martinniemi (Oulu)",2248,1157,1091
"90860  Halosenniemi (Oulu)",534,280,254
"90900  Kiiminki Keskus (Oulu)",6743,3396,3347
"90910  Kontio (Oulu)",1725,897,828
"90940  Jääli (Oulu)",5047,2577,2470
"91100  Ii Keskus (Ii)",6463,3275,3188
"91110  Ii Asemanseutu (Ii)",872,452,420
"91140  Olhava (Ii)",365,212,153
"91150  Yli-Olhava (Ii)",163,89,74
"91200  Yli-Ii Keskus (Oulu)",1228,645,583
"91210  Jakkukylä (Ii)",452,242,210
"91240  Tannila (Oulu)",193,102,91
"91260  Pahkakoski-Räinä (Oulu)",115,65,50
"91300  Ylikiiminki Keskus (Oulu)",3222,1742,1480
"91310  Arkala (Oulu)",208,111,97
"91410  Jokirinne (Muhos)",1060,554,506
"91430  Leppiniemi (Muhos)",123,68,55
"91500  Muhos Keskus (Muhos)",7239,3672,3567
"91510  Rova (Muhos)",475,231,244
"91560  Kylmälänkylä (Muhos)",108,55,53
"91600  Utajärvi Keskus (Utajärvi)",2004,1025,979
"91620  Sanginkylä (Utajärvi)",170,98,72
"91630  Juorkuna (Utajärvi)",87,50,37
"91640  Särkijärvi (Utajärvi)",91,46,45
"91660  Ahmas (Utajärvi)",248,147,101
"91670  Rokua (Utajärvi)",10,...,...
"91700  Vaala Keskus-Oterma (Vaala)",1480,717,763
"91710  Jylhämä (Vaala)",56,27,29
"91720  Oterma (Vaala)",56,35,21
"91730  Kankari (Vaala)",108,59,49
"91740  Jaalanka-Liminpuro (Vaala)",108,64,44
"91750  Liminpuro (Vaala)",62,38,24
"91760  Säräisniemi (Vaala)",263,132,131
"91780  Neittävä (Vaala)",93,53,40
"91790  Nuojua (Vaala)",151,79,72
"91800  Tyrnävä (Tyrnävä)",5907,3014,2893
"91900  Liminka Keskus (Liminka)",6312,3236,3076
"91910  Tupos (Liminka)",3329,1694,1635
"91930  Ala-Temmes (Liminka)",432,230,202
"91950  Temmes (Liminka)",673,333,340
"91980  Lumijoki (Lumijoki)",2013,1028,985
"92100  Raahe Keskus (Raahe)",4270,2021,2249
"92120  Ollinsaari-Mestauskallio (Raahe)",2842,1505,1337
"92130  Isoholmi-Antinkangas (Raahe)",3088,1537,1551
"92140  Pattijoki Keskus (Raahe)",6320,3239,3081
"92150  Kummatti-Junnilanmäki (Raahe)",1313,671,642
"92160  Saloinen (Raahe)",1700,888,812
"92180  Lapaluoto (Raahe)",143,74,69
"92210  Arkkukari (Raahe)",894,466,428
"92220  Piehinki (Raahe)",642,335,307
"92230  Mattilanperä (Raahe)",227,117,110
"92240  Lasikangas (Raahe)",302,171,131
"92260  Kopsa (Raahe)",300,159,141
"92320  Siikajoki Keskus (Siikajoki)",973,513,460
"92330  Karinkanta (Siikajoki)",218,119,99
"92350  Revonlahti (Siikajoki)",753,393,360
"92400  Ruukki Keskus (Siikajoki)",1705,845,860
"92430  Paavola-Huumola (Siikajoki)",923,499,424
"92440  Saarikoski (Siikajoki)",38,22,16
"92450  Luohua (Siikajoki)",334,174,160
"92470  Tuomioja (Siikajoki)",270,135,135
"92500  Rantsila Keskus (Siikalatva)",1436,779,657
"92520  Sipola (Siikalatva)",66,38,28
"92530  Mankila (Siikalatva)",163,87,76
"92600  Pulkkila Keskus (Siikalatva)",1120,570,550
"92610  Vorna (Siikalatva)",82,44,38
"92620  Piippola Keskus (Siikalatva)",854,444,410
"92640  Leskelä (Siikalatva)",195,110,85
"92650  Laakkola (Siikalatva)",179,102,77
"92700  Kestilä (Siikalatva)",1169,613,556
"92810  Pelsonsuo (Vaala)",151,78,73
"92830  Veneheitto (Vaala)",240,139,101
"92910  Tavastkenkä (Pyhäntä)",279,167,112
"92920  Ahokylä (Pyhäntä)",74,46,28
"92930  Pyhäntä (Pyhäntä)",1184,602,582
"93100  Pudasjärvi Keskus (Pudasjärvi)",4883,2441,2442
"93140  Kipinä (Pudasjärvi)",445,260,185
"93160  Hetejärvi (Pudasjärvi)",249,146,103
"93170  Yli-Kollaja (Pudasjärvi)",94,56,38
"93180  Ikosenniemi (Pudasjärvi)",25,...,...
"93187  Ala-Siurua (Pudasjärvi)",143,81,62
"93190  Yli-Siurua-Ikosenniemi (Pudasjärvi)",120,70,50
"93195  Kokkokylä (Pudasjärvi)",61,36,25
"93220  Livo (Pudasjärvi)",88,45,43
"93225  Pärjänsuo (Pudasjärvi)",231,122,109
"93240  Rytinki (Pudasjärvi)",103,61,42
"93250  Sarajärvi (Pudasjärvi)",231,124,107
"93270  Sotkajärvi (Pudasjärvi)",423,238,185
"93277  Iinattijärvi (Pudasjärvi)",150,92,58
"93280  Syöte (Pudasjärvi)",243,125,118
"93290  Pintamo (Pudasjärvi)",82,46,36
"93350  Jaurakkajärvi (Pudasjärvi)",157,86,71
"93390  Puhoskylä (Pudasjärvi)",190,112,78
"93400  Taivalkoski Keskus (Taivalkoski)",3056,1558,1498
"93420  Jurmu (Taivalkoski)",234,136,98
"93440  Loukusa (Taivalkoski)",53,33,20
"93470  Inget (Taivalkoski)",138,82,56
"93540  Tyrövaara (Taivalkoski)",339,200,139
"93590  Vanhala (Taivalkoski)",186,115,71
"93600  Kuusamo (Kuusamo)",9720,4744,4976
"93700  Kurkijärvi - Oijusluoma (Kuusamo)",1533,839,694
"93800  Muojärvi (Kuusamo)",2250,1229,1021
"93830  Rukatunturi (Kuusamo)",824,444,380
"93900  Oulangan kansallispuisto (Kuusamo)",696,387,309
"93999  Lososaari (Kuusamo)",0,0,0
"94100  Kemi Keskus (Kemi)",6298,2852,3446
"94200  Torvinen-Vainio (Kemi)",2381,1213,1168
"94300  Pajusaari (Kemi)",317,176,141
"94400  Keminmaa Keskus (Keminmaa)",2671,1303,1368
"94430  Kaakamo (Tornio)",982,511,471
"94450  Lassila-Jokisuu (Keminmaa)",2409,1243,1166
"94460  Ruottala (Tornio)",156,85,71
"94500  Lautiosaari (Keminmaa)",2056,1067,989
"94600  Ristikangas-Kivikko (Kemi)",2998,1523,1475
"94700  Takajärvi-Haukkari (Kemi)",5673,2886,2787
"94720  Peurasaari (Kemi)",1015,501,514
"94800  Veitsiluoto (Kemi)",0,0,0
"94830  Pikku Berliini-Hepola (Kemi)",1740,881,859
"94900  Ajos (Kemi)",328,177,151
"95100  Kuivaniemi Keskus (Ii)",900,467,433
"95110  Kuivaniemi kk (Ii)",304,165,139
"95130  Hyryoja (Ii)",137,67,70
"95160  Oijärvi-Lamminperä (Ii)",177,105,72
"95200  Simo Keskus (Simo)",1272,622,650
"95210  Filpus (Simo)",225,119,106
"95220  Simoniemi (Simo)",314,165,149
"95225  Viantie (Simo)",218,119,99
"95230  Maksniemi (Simo)",768,378,390
"95255  Alaniemi (Simo)",75,44,31
"95260  Tainionjoki (Simo)",50,30,20
"95270  Yli-Kärppä-Tainionjoki (Simo)",91,45,46
"95300  Tervola Keskus (Tervola)",1690,855,835
"95310  Liedakkala (Keminmaa)",444,231,213
"95315  Törmä (Keminmaa)",189,105,84
"95325  Paakkola (Tervola)",150,74,76
"95330  Tervola (Tervola)",500,277,223
"95340  Loue (Tervola)",256,150,106
"95350  Peura (Tervola)",20,...,...
"95355  Koivu-Peura (Tervola)",236,130,106
"95365  Maula (Keminmaa)",257,128,129
"95370  Itäkoski (Keminmaa)",176,85,91
"95375  Yli-Paakkola (Tervola)",107,62,45
"95400  Tornio Keskus (Tornio)",2711,1174,1537
"95410  Kiviranta (Tornio)",3138,1583,1555
"95420  Miukki-Palosaari-Luotomäki (Tornio)",3754,1913,1841
"95430  Suensaari (Tornio)",1207,553,654
"95440  Kyläjoki (Tornio)",904,479,425
"95450  Kirkonmäki (Tornio)",3534,1797,1737
"95460  Kantojärvi (Tornio)",1095,566,529
"95470  Pirkkiö-Röyttä (Tornio)",893,497,396
"95490  Terästehtaanalue (Tornio)",0,0,0
"95500  Vojakkala-Yli-Liakka (Tornio)",1108,583,525
"95520  Kukkola (Tornio)",291,157,134
"95530  Karunki (Tornio)",806,414,392
"95540  Korpikylä (Tornio)",59,31,28
"95560  Aapajoki (Tornio)",196,93,103
"95590  Arpela (Tornio)",826,438,388
"95600  Ylitornio Keskus (Ylitornio)",2013,990,1023
"95610  Kainuunkylä (Ylitornio)",207,113,94
"95615  Pekanpää (Ylitornio)",95,49,46
"95620  Aavasaksa (Ylitornio)",397,204,193
"95630  Kuivakangas (Ylitornio)",139,69,70
"95635  Kaulinranta (Ylitornio)",240,120,120
"95640  Juoksenki (Pello)",200,101,99
"95645  Turtola (Pello)",267,144,123
"95655  Etelä-Portimojärvi (Ylitornio)",113,63,50
"95660  Kantomaanpää (Ylitornio)",153,84,69
"95670  Pessalompolo (Ylitornio)",100,60,40
"95675  Meltosjärvi (Ylitornio)",132,71,61
"95680  Lohijärvi (Ylitornio)",48,22,26
"95690  Mellakoski (Ylitornio)",164,83,81
"95700  Pello Keskus (Pello)",2165,1082,1083
"95710  Naamijoki (Pello)",37,20,17
"95720  Jarhoinen (Pello)",43,22,21
"95750  Orajärvi (Pello)",101,54,47
"95760  Konttajärvi (Pello)",102,52,50
"95770  Lankojärvi (Pello)",167,90,77
"95780  Sirkkakoski (Pello)",102,53,49
"95790  Lampsijärvi (Pello)",86,45,41
"95800  Sieppijärvi-Taapajärvi (Kolari)",471,251,220
"95830  Vaattojärvi (Kolari)",180,102,78
"95840  Venejärvenkylä (Kolari)",58,34,24
"95850  Ruokojärvi (Kolari)",30,18,12
"95860  Pasmajärvi (Kolari)",32,15,17
"95900  Kolari Keskus (Kolari)",1733,849,884
"95920  Saaripudas (Kolari)",163,86,77
"95930  Äkäsjoensuu (Kolari)",126,68,58
"95940  Tapojärvi (Muonio)",54,32,22
"95950  Kihlanki-Tapojärvi (Muonio)",51,30,21
"95970  Äkäslompolo (Muonio)",539,281,258
"95980  Ylläsjärvi (Kolari)",260,127,133
"95990  Kurtakko (Kolari)",73,41,32
"96100  Rovaniemi Keskus (Rovaniemi)",10480,4528,5952
"96190  Lapinrinne-Ahokangas (Rovaniemi)",4430,2213,2217
"96200  Sahanperä-Ratantaus (Rovaniemi)",4830,2135,2695
"96300  Niemelänkangas-Korvanniemi (Rovaniemi)",5872,2813,3059
"96320  Teollisuuskylä (Rovaniemi)",7,...,...
"96400  Pullinranta-Kiiruna (Rovaniemi)",3587,1729,1858
"96440  Ounasrinne (Rovaniemi)",3281,1604,1677
"96460  Pöykkölä (Rovaniemi)",2818,1398,1420
"96500  Korkalovaara (Rovaniemi)",5629,2753,2876
"96600  Koskenkylä (Rovaniemi)",1212,621,591
"96700  Niskanperä (Rovaniemi)",753,395,358
"96800  Ylikylä-Patosaari (Rovaniemi)",1862,934,928
"96900  Saarenkylä (Rovaniemi)",7121,3487,3634
"96910  Syväsenvaara (Rovaniemi)",2899,1437,1462
"96930  Napapiiri Rovaniemi (Rovaniemi)",65,29,36
"96960  Someroharju (Rovaniemi)",150,83,67
"97110  Rautionsaari (Rovaniemi)",463,246,217
"97130  Hirvas (Rovaniemi)",874,467,407
"97140  Muurola (Rovaniemi)",1164,609,555
"97145  Totonvaara (Rovaniemi)",11,...,...
"97160  Petäjäinen (Rovaniemi)",120,62,58
"97170  Jaatila (Rovaniemi)",155,83,72
"97220  Sinettä (Rovaniemi)",860,454,406
"97240  Sonka (Rovaniemi)",277,152,125
"97250  Raanujärvi (Ylitornio)",179,96,83
"97280  Tapio (Rovaniemi)",288,162,126
"97290  Marraskoski (Rovaniemi)",105,54,51
"97310  Patokoski (Rovaniemi)",149,83,66
"97320  Marrasjärvi (Rovaniemi)",75,39,36
"97330  Rattosjärvi (Pello)",43,22,21
"97335  Ruuhivaara (Pello)",81,44,37
"97340  Meltaus-Jääskö-Perttaus (Rovaniemi)",266,136,130
"97370  Unarin-Luusua (Sodankylä)",44,28,16
"97380  Kukasranta (Sodankylä)",24,...,...
"97390  Kierinki (Sodankylä)",128,81,47
"97420  Lohiniva (Kittilä)",402,220,182
"97430  Taapajärvi (Kolari)",4,...,...
"97470  Alakylä-Sailehto (Kittilä)",148,80,68
"97510  Vikajärvi (Rovaniemi)",176,103,73
"97520  Nampa (Rovaniemi)",40,22,18
"97530  Nampa-Yli-Nampa (Rovaniemi)",88,51,37
"97540  Tiainen (Rovaniemi)",93,55,38
"97580  Misi (Rovaniemi)",79,49,30
"97590  Raajärvi (Kemijärvi)",9,...,...
"97610  Oikarainen (Rovaniemi)",416,217,199
"97615  Tennirova (Rovaniemi)",35,21,14
"97620  Viiri-Tennirova (Rovaniemi)",73,40,33
"97625  Vanttauskoski (Rovaniemi)",334,202,132
"97630  Pekkala (Rovaniemi)",105,57,48
"97635  Juuniemi (Rovaniemi)",83,45,38
"97645  Juujärvi (Kemijärvi)",98,55,43
"97650  Juotas (Rovaniemi)",125,66,59
"97655  Autti (Rovaniemi)",144,73,71
"97665  Pohjasperä (Ranua)",160,102,58
"97670  Kivitaipale (Rovaniemi)",253,135,118
"97675  Narkaus-Kämät (Rovaniemi)",146,80,66
"97680  Saari-Kämä (Rovaniemi)",80,44,36
"97685  Siika-Kämä (Rovaniemi)",34,18,16
"97690  Sulaoja (Rovaniemi)",115,64,51
"97700  Ranua Keskus (Ranua)",3007,1511,1496
"97715  Raiskio (Ranua)",183,101,82
"97720  Yli-Simo-Raiskio (Ranua)",87,51,36
"97760  Saariharju (Ranua)",120,68,52
"97765  Kuha-Impiö-Itäranua (Ranua)",95,49,46
"97780  Kuukasjärvi-Petäjäjärvi (Ranua)",110,61,49
"97785  Kelankylä (Ranua)",71,41,30
"97810  Suorsa (Posio)",19,...,...
"97815  Pernu-Suorsa (Posio)",63,37,26
"97820  Perä-Posio (Posio)",88,51,37
"97840  Lehtiniemi (Posio)",95,54,41
"97850  Ristilä (Posio)",82,46,36
"97870  Jumisko (Posio)",32,20,12
"97880  Nolimo-Jumisko (Posio)",35,19,16
"97890  Karjalaisenniemi (Posio)",234,132,102
"97895  Mourujärvi (Posio)",95,55,40
"97900  Posio Keskus (Posio)",1752,841,911
"97920  Suonnankylä (Posio)",89,50,39
"97925  Tolva (Posio)",57,30,27
"97940  Lohiranta (Posio)",75,41,34
"97950  Säikkä (Posio)",20,...,...
"97960  Kuloharju-Säikkä (Posio)",90,50,40
"97965  Kynsilä (Posio)",88,50,38
"97970  Sirniö (Posio)",66,35,31
"97980  Anetjärvi (Posio)",128,72,56
"97999  Köngäs (Kittilä)",0,0,0
"98100  Kemijärvi Keskus (Kemijärvi)",2496,1170,1326
"98120  Särkikangas (Kemijärvi)",1684,866,818
"98230  Luusua-Karsimus (Kemijärvi)",186,108,78
"98310  Karvakko (Kemijärvi)",498,236,262
"98350  Tapionniemi (Kemijärvi)",141,72,69
"98360  Vuostimo (Kemijärvi)",138,83,55
"98400  Isokylä-Ryti-Lehtola (Kemijärvi)",626,329,297
"98420  Ryti-Lehtola (Kemijärvi)",123,68,55
"98440  Kallaanvaara (Kemijärvi)",822,420,402
"98450  Kostamo (Kemijärvi)",257,149,108
"98500  Pelkosenniemi Keskus (Pelkosenniemi)",488,261,227
"98510  Saunavaara (Pelkosenniemi)",50,26,24
"98530  Pyhätunturi (Pelkosenniemi)",233,129,104
"98550  Suvanto (Pelkosenniemi)",21,...,...
"98560  Kairala-Luiro (Pelkosenniemi)",85,46,39
"98570  Aapajärvi (Pelkosenniemi)",28,...,...
"98580  Luiro (Pelkosenniemi)",36,20,16
"98600  Kursu (Salla)",247,150,97
"98620  Pahkakumpu (Salla)",60,38,22
"98630  Ahvenselkä (Pelkosenniemi)",73,43,30
"98660  Salmivaara (Salla)",118,71,47
"98710  Joutsijärvi (Kemijärvi)",95,51,44
"98720  Suomutunturi (Kemijärvi)",89,50,39
"98760  Hirvasvaara-Paloperä (Salla)",58,35,23
"98770  Aholanvaara (Salla)",39,26,13
"98780  Maaninkavaara (Posio)",77,40,37
"98790  Paloperä (Salla)",37,22,15
"98800  Savukoski Keskus-Värriö (Savukoski)",521,281,240
"98810  Lunkkaus (Savukoski)",34,22,12
"98820  Värriö (Savukoski)",48,26,22
"98830  Martti-Ruuvaoja (Savukoski)",148,87,61
"98840  Ruuvaoja (Savukoski)",9,...,...
"98850  Kuosku (Savukoski)",134,76,58
"98900  Salla Keskus (Salla)",2096,1046,1050
"98920  Kelloselkä (Salla)",150,83,67
"98930  Kotalankylä (Salla)",87,49,38
"98950  Saija (Salla)",130,74,56
"98960  Naruska (Salla)",52,24,28
"98970  Onkamojärvi (Salla)",64,38,26
"98980  Kallunki-Niemelä (Salla)",32,19,13
"98995  Hautajärvi (Salla)",221,134,87
"99100  Kittilä Keskus (Kittilä)",2766,1354,1412
"99110  Kaukonen (Kittilä)",327,171,156
"99120  Kallo (Kittilä)",128,69,59
"99130  Sirkka-Rauhala (Kittilä)",1146,557,589
"99135  Rauhala (Kittilä)",23,...,...
"99140  Köngäs-Hanhivaara (Kittilä)",218,103,115
"99150  Tepasto (Kittilä)",102,53,49
"99160  Lompolo-Pulju (Kittilä)",61,30,31
"99170  Pulju (Kittilä)",24,...,...
"99180  Rautusjärvi (Kittilä)",52,25,27
"99190  Hanhimaa (Kittilä)",39,22,17
"99195  Pokka (Kittilä)",10,...,...
"99230  Jeesiöjärvi (Kittilä)",43,23,20
"99240  Kuivasalmi (Kittilä)",25,...,...
"99250  Kiistala-Jeesiöjärvi (Kittilä)",70,38,32
"99270  Hormakumpu (Kittilä)",72,38,34
"99280  Tepsa (Kittilä)",73,42,31
"99290  Kelontekemä (Kittilä)",81,47,34
"99300  Muonio Keskus (Muonio)",1793,871,922
"99310  Yli-Muonio (Muonio)",140,73,67
"99320  Kätkäsuvanto (Muonio)",117,60,57
"99330  Pallastunturi (Muonio)",0,0,0
"99340  Raattama-Pallastunturi (Kittilä)",133,76,57
"99360  Kangosjärvi (Muonio)",132,69,63
"99400  Enontekiö Keskus (Enontekiö)",682,339,343
"99410  Vuontisjärvi (Enontekiö)",115,64,51
"99420  Peltovuoma (Enontekiö)",162,92,70
"99430  Nunnanen (Enontekiö)",79,43,36
"99440  Leppäjärvi (Enontekiö)",137,77,60
"99450  Palojoensuu-Kuttanen (Enontekiö)",98,58,40
"99460  Kuttanen (Enontekiö)",60,29,31
"99470  Karesuvanto (Enontekiö)",274,152,122
"99490  Kilpisjärvi (Enontekiö)",154,71,83
"99510  Raudanjoki-Seipäjärvi (Sodankylä)",71,41,30
"99520  Seipäjärvi (Sodankylä)",27,...,...
"99530  Vuojärvi (Sodankylä)",75,40,35
"99540  Torvinen (Sodankylä)",150,85,65
"99550  Aska-Orakylä (Sodankylä)",83,45,38
"99555  Luosto (Sodankylä)",91,45,46
"99560  Orakylä (Sodankylä)",269,145,124
"99600  Sodankylä Keskus (Sodankylä)",5422,2713,2709
"99610  Siurunmaa (Sodankylä)",38,21,17
"99620  Kelujärvi (Sodankylä)",219,128,91
"99640  Tanhua (Savukoski)",88,48,40
"99645  Lokka (Sodankylä)",75,45,30
"99650  Sattanen (Sodankylä)",285,156,129
"99655  Sattasvaara (Sodankylä)",109,59,50
"99660  Kersilö (Sodankylä)",45,25,20
"99665  Moskuvaara (Sodankylä)",33,19,14
"99670  Petkula (Sodankylä)",32,19,13
"99690  Vuotso (Sodankylä)",268,143,125
"99695  Tankavaara (Sodankylä)",2,...,...
"99710  Vaalajärvi (Sodankylä)",288,165,123
"99720  Riipi (Sodankylä)",172,92,80
"99740  Syväjärvi (Sodankylä)",157,94,63
"99750  Sassali (Sodankylä)",52,31,21
"99760  Uimaniemi (Sodankylä)",29,...,...
"99770  Jeesiö (Sodankylä)",113,70,43
"99800  Ivalo (Inari)",4593,2323,2270
"99830  Saariselkä (Inari)",357,175,182
"99860  Nellim (Inari)",124,69,55
"99870  Inari Keskus-Lemmenjoki (Inari)",1130,577,553
"99885  Lemmenjoki (Inari)",51,31,20
"99910  Kaamanen-Partakko (Inari)",167,98,69
"99930  Sevettijärvi-Näätämö (Inari)",227,134,93
"99940  Näätämö (Inari)",23,...,...
"99950  Karigasniemi (Utsjoki)",302,174,128
"99980  Utsjoki Keskus (Utsjoki)",686,365,321
"99990  Nuorgam (Utsjoki)",214,108,106
