Sukunimi,Nimenhaltijoita yhteensä
Aarni,115
Adamsson,115
Airikainen,115
Alaruikka,115
Andersén,115
Asunta,115
Flöjt,115
Gräsbeck,115
Hallman,115
Hankkila,115
Hillberg,115
Janger,115
Kadenius,115
Kaitajärvi,115
Kaltio,115
Kantomaa,115
Kivari,115
Kuusrainen,115
Kärmeniemi,115
Lainpelto,115
Landen,115
Lassus,115
Lehmusvirta,115
Lietzén,115
Lippo,115
Lähtevänoja,115
Peräaho,115
Piittisjärvi,115
Polo,115
Porttila,115
Putkuri,115
Rannanjärvi,115
Rautavaara,115
Rova,115
Sauranen,115
Schönberg,115
Tapojärvi,115
Tarhanen,115
Taurén,115
Tigerstedt,115
Turpela,115
Vaismaa,115
Venemies,115
Vigren,115
Vihersalo,115
Wilhelmsson,115
Virrankoski,115
Välisalo,115
Ahto,114
Broo,114
Fihlman,114
Gylling,114
Günther,114
Helttula,114
Horto,114
Huoman,114
Högbacka,114
Ihme,114
Juoperi,114
Korkalo,114
Kourunen,114
Kreus,114
Lehmuskallio,114
Leikkainen,114
Limma,114
Oivo,114
Ollinen,114
Reko,114
Rinnetmäki,114
Ruuhonen,114
Santahuhta,114
Sievinen,114
Stewart,114
Suotula,114
Tasa,114
Teini,114
Tengvall,114
Timgren,114
Tuhkala,114
Tupamäki,114
Vallinen,114
Vartiamäki,114
Widell,114
Asukas,113
Breilin,113
Cavén,113
Fredman,113
Hautajoki,113
Havo,113
Hellbom,113
Honkamaa,113
Hurmalainen,113
Joro,113
Kilpivaara,113
Kortet,113
Linde,113
Lindsten,113
Linnainmaa,113
Lundsten,113
Löyttyniemi,113
Matintalo,113
Moore,113
Muurikainen,113
Orbinski,113
Osmala,113
Paldan,113
Pasila,113
Piela,113
Päärni,113
Rajalampi,113
Saares,113
Salimäki,113
Selkee,113
Skogman,113
Sohkanen,113
Sointu,113
Tienari,113
Tikanmäki,113
Vahlroos,113
Wilen,113
Wärn,113
Värtö,113
Yliselä,113
Ylisuvanto,113
Alahuhta,112
Avonius,112
Borenius,112
Degerth,112
Filpus,112
Hannuniemi,112
Hattukangas,112
Heini,112
Helppolainen,112
Hilonen,112
Huiskonen,112
Hurula,112
Ilvesluoto,112
Inki,112
Jansén,112
Junnonaho,112
Jylhänkangas,112
Kangasperko,112
Kontoniemi,112
Kopperoinen,112
Kuosku,112
Kyntäjä,112
Lindborg,112
Matsi,112
Morko,112
Mutta,112
Mölläri,112
Palani,112
Puha,112
Pulska,112
Puntala,112
Rantahalvari,112
Rantalaiho,112
Rautalahti,112
Richter,112
Ropo,112
Siliämaa,112
Stenmark,112
Suolahti,112
Thusberg,112
Tiili,112
Tillander,112
Ventola,112
Väntsi,112
Alajuuma,111
Brusin,111
Gran,111
Gren,111
Harsunen,111
Heilimo,111
Hulmi,111
Huru,111
Juottonen,111
Kalliosalo,111
Kangaskolkka,111
Karioja,111
Karppelin,111
Kelo,111
Keski-Korpi,111
Kilpimaa,111
Kourula,111
Krohn,111
Käyrä,111
Laaksoharju,111
Laatu,111
Linder,111
Lintilä,111
Littow,111
Luhtasela,111
Lunki,111
Matomäki,111
Paasivirta,111
Phan,111
Rokkonen,111
Saarikangas,111
Saloheimo,111
Salonoja,111
Suontakanen,111
Sutelainen,111
Taberman,111
Tienvieri,111
Vo,111
Ylläsjärvi,111
Alikoski,110
Alppi,110
Carpelan,110
Falenius,110
Fred,110
Hallila,110
Hauta,110
Hautakorpi,110
Hirvijärvi,110
Holmborg,110
Huopana,110
Häll,110
Jousi,110
Jäderholm,110
Kaakkurivaara,110
Karhukorpi,110
Kataikko,110
Kiilunen,110
Kingelin,110
Korkia-aho,110
Kostian,110
Kumar,110
Kusmin,110
Kömi,110
Lehmusvaara,110
Lehtolainen,110
Lindbäck,110
Mastosalo,110
Mönkäre,110
Nevasaari,110
Niittymaa,110
Nokkanen,110
Ojamaa,110
Opas,110
Pantsu,110
Pasto,110
Pykälämäki,110
Rosenback,110
Ruoppa,110
Sairio,110
Sarjanoja,110
Saxberg,110
Smirnov,110
Takku,110
Tanila,110
Uppa,110
Walker,110
Vilminko,110
Wulff,110
Ylitolonen,110
Åke,110
Aatola,109
Aksila,109
Alaniemi,109
Bexar,109
Blomfelt,109
Brotkin,109
Böhm,109
Hattula,109
Helaakoski,109
Huida,109
Hussain,109
Kaukovalta,109
Koistila,109
Latvalehto,109
Laukas,109
Lehtimaa,109
Lepikko,109
Lundelin,109
Lyhykäinen,109
Mitikka,109
Mohammad,109
Muje,109
Mårtensson,109
Mäkimaa,109
Niemimaa,109
Nurmiainen,109
Parkkola,109
Pirttijoki,109
Putila,109
Pääaho,109
Siniluoto,109
Suojala,109
Tahvonen,109
Tervanen,109
Töyräs,109
Vauhkala,109
Virkajärvi,109
Virrankari,109
Vähärautio,109
Åkerholm,109
Ämmänpää,109
Anttilainen,108
Casagrande,108
Förström,108
Häger,108
Kaitanen,108
Kare,108
Kariluoto,108
Knuutti,108
Källi,108
Laitonen,108
Laituri,108
Lalu,108
Lindbom,108
Lindkvist,108
Lintukangas,108
Långstedt,108
Malja,108
Mild,108
Paksuniemi,108
Pietola,108
Piik,108
Pirttiaho,108
Pukari,108
Rantio,108
Riekko,108
Sved,108
Särs,108
Timmerbacka,108
Torro,108
Trast,108
Vesterberg,108
Vihma,108
Vilkas,108
Virenius,108
Välipakka,108
Zetterman,108
Alopaeus,107
Arvilommi,107
Backas,107
Berger,107
Bovellan,107
Ekstrand,107
Enojärvi,107
Floman,107
Iskala,107
Joenperä,107
Jolma,107
Kalijärvi,107
Kangasjärvi,107
Kiikeri,107
Koivulehto,107
Konttaniemi,107
Koste,107
Kuitto,107
Ljung,107
Maanselkä,107
Marjomäki,107
Martinez,107
Musse,107
Nääppä,107
Parkkamäki,107
Parvinen,107
Pihkakoski,107
Piittinen,107
Pohjoismäki,107
Puljujärvi,107
Pörhölä,107
Ruokangas,107
Ruottu,107
Rökman,107
Rönni,107
Saarenheimo,107
Sarkanen,107
Sipi,107
Talala,107
Talvi,107
Törönen,107
Vaija,107
Vuojärvi,107
Österback,107
Abdulle,106
Aurala,106
Haapapuro,106
Haaraoja,106
Hagner,106
Hahtokari,106
Harjamäki,106
Huhdanmäki,106
Itälä,106
Itäniemi,106
Kantele,106
Ketoja,106
Kurola,106
Käpynen,106
Lillrank,106
Lusa,106
Malaska,106
Malmlund,106
Malmstedt,106
Matinaho,106
Merenheimo,106
Mettinen,106
Mäkkeli,106
Neste,106
Niemiaho,106
Nippala,106
Norman,106
Okker,106
Oljemark,106
Paunu,106
Rouvari,106
Sahin,106
Sara-aho,106
Skrifvars,106
Smirnova,106
Suursalmi,106
Sysmäläinen,106
Teerikangas,106
Tihveräinen,106
Tiura,106
Toiminen,106
Weman,106
Viitakoski,106
Vuorensyrjä,106
Ylitolva,106
Åvall,106
Ahlblad,105
Ala-Poikela,105
Hatula,105
Hed,105
Heusala,105
Hindersson,105
Huldin,105
Hyppölä,105
Jahnsson,105
Kajanne,105
Kalavainen,105
Katajamaa,105
Kauttio,105
Kettukangas,105
Killström,105
Krapu,105
Kuivasniemi,105
Kutilainen,105
Kylmä,105
Lidman,105
Linja,105
Lyytikkä,105
Malmgren,105
Mansikkaniemi,105
Matinlompolo,105
Merilahti,105
Ojakangas,105
Paalijärvi,105
Papinkivi,105
Pasula,105
Rautjärvi,105
Romberg,105
Ruokojärvi,105
Ruutikainen,105
Sahari,105
Sandén,105
Santaniemi,105
Schulz,105
Sonne,105
Strandell,105
Strömsholm,105
Söderbacka,105
Tallus,105
Tynninen,105
Vilkkilä,105
Väätämöinen,105
Ahlstrand,104
Amin,104
Amiri,104
Bergendahl,104
Djupsjöbacka,104
Dyster,104
Ehrnsten,104
Halko,104
Hallinen,104
Hasani,104
Holtari,104
Honkimaa,104
Huohvanainen,104
Kaakko,104
Kaulio,104
Kinni,104
Kivineva,104
Kostamovaara,104
Kostilainen,104
Kuusiluoma,104
Kyrkkö,104
Landström,104
Lasonen,104
Långbacka,104
Moradi,104
Nipuli,104
Ohls,104
Patanen,104
Pukema,104
Pyyny,104
Rajajärvi,104
Ristinen,104
Romunen,104
Saxén,104
Schulman,104
Soivio,104
Solismaa,104
Sämpi,104
Takatalo,104
Tillanen,104
Uurinmäki,104
Wesslin,104
Westerling,104
Vihtari,104
Östberg,104
Aartolahti,103
Ahvenus,103
Andrejeff,103
Anjala,103
Anttolainen,103
Aulin,103
Bredenberg,103
Brunou,103
Filppu,103
Flemming,103
Hellstedt,103
Hievanen,103
Hinkula,103
Hämälä,103
Ilkko,103
Inkeri,103
Irri,103
Jaanu,103
Jaaranen,103
Kallioranta,103
Kandelin,103
Kannas,103
Kause,103
Kiskonen,103
Kotikangas,103
Kuivas,103
Kukonlehto,103
Kuusirati,103
Kyyriäinen,103
Lange,103
Lecklin,103
Maunumäki,103
Monola,103
Mustasilta,103
Nordbäck,103
Nukala,103
Parta,103
Piuva,103
Rehmonen,103
Ridanpää,103
Riuttamäki,103
Runsala,103
Saali,103
Saarivuori,103
Seikola,103
Taivalmäki,103
Tanttari,103
Toroskainen,103
Tsutsunen,103
Tuhkalainen,103
Tupeli,103
Vallila,103
Vihermaa,103
Vikholm,103
Wiman,103
Virtaniemi,103
Väihkönen,103
Väisälä,103
Välinen,103
Yildiz,103
Ylikarjula,103
Appelgren,102
Aspelund,102
Bauer,102
Bonn,102
Garcia,102
Harala,102
Hautalampi,102
Havela,102
Hekkanen,102
Id,102
Ilmoniemi,102
Jallow,102
Jokivirta,102
Juutila,102
Kajaste,102
Kangasoja,102
Kastari,102
Kirvesoja,102
Koppelomäki,102
Kuivinen,102
Lapinniemi,102
Markoff,102
Meller,102
Monthan,102
Nurhonen,102
Paloniitty,102
Piekkala,102
Piirala,102
Pirkkanen,102
Poikselkä,102
Prami,102
Putaala,102
Pätynen,102
Rautaoja,102
Remahl,102
Risberg,102
Salmensuo,102
Selänne,102
Stålnacke,102
Sundsten,102
Thompson,102
Turpeenniemi,102
Törnvall,102
Valovirta,102
Viitavaara,102
Västi,102
Änäkkälä,102
Airisto,101
Alapuranen,101
Bastman,101
Ginman,101
Gottberg,101
Hanhivaara,101
Hautamaa,101
Hento,101
Horsma,101
Huitula,101
Hydén,101
Jokilahti,101
Jyrkiäinen,101
Karkkonen,101
Katisko,101
Kiljala,101
Konkola,101
Kotti,101
Kottila,101
Kulha,101
Linjala,101
Lönnrot,101
Maanpää,101
Maarala,101
Marjakoski,101
Muurman,101
Niini,101
Raisio,101
Reivonen,101
Ristaniemi,101
Saarilampi,101
Sjölind,101
Skantz,101
Sorola,101
Tall,101
Tohka,101
Vaari,101
Viherkoski,101
Ylisaukko-oja,101
Ylitervo,101
Österåker,101
Ahosola,100
Björksten,100
Cederström,100
Dahlén,100
Houtsonen,100
Iitti,100
Illukka,100
Järvenkylä,100
Kailio,100
Kaisko,100
Kaunismaa,100
Kauttu,100
Kerälä,100
Kieksi,100
Knaappila,100
Korkee,100
Latvasalo,100
Lepo,100
Liikonen,100
Linnamäki,100
Luomanperä,100
Luopa,100
Nauska,100
Nora,100
Nuttunen,100
Oravakangas,100
Penninkangas,100
Perälampi,100
Puroila,100
Putto,100
Raula,100
Ruostetsaari,100
Sassali,100
Savunen,100
Silmu,100
Skoglund,100
Spännäri,100
Stubb,100
Sulku,100
Träff,100
Tulisalo,100
Uskali,100
Wahlstedt,100
Werner,100
Widberg,100
Widjeskog,100
Vihko,100
Vihlman,100
Viinikkala,100
Voltti,100
Yli-Hukka,100
Alakopsa,99
Anttiroiko,99
Artell,99
Azizi,99
Baas,99
Björkstrand,99
Blomstedt,99
Brofeldt,99
Glader,99
Haaga,99
Haponen,99
Havunen,99
Heine,99
Hillo,99
Himmelroos,99
Holtinkoski,99
Jaala,99
Jokivuori,99
Kaapro,99
Kalaja,99
Kalsi,99
Kamsula,99
Kanala,99
Kangaskoski,99
Kangaspunta,99
Kantala,99
Kohtanen,99
Kotaniemi,99
Kräkin,99
Kullström,99
Laajalahti,99
Laaksovirta,99
Lampio,99
Lasarov,99
Latvajärvi,99
Lehmikangas,99
Luopajärvi,99
Melamies,99
Mickos,99
Mörn,99
Neitola,99
Nielikäinen,99
Oilinki,99
Onikki,99
Onttonen,99
Pajuoja,99
Pankkonen,99
Piesanen,99
Pihlajasalo,99
Piisilä,99
Pikkumäki,99
Pohjaranta,99
Prokkola,99
Rasinen,99
Remonen,99
Rivinoja,99
Sabel,99
Sahlstedt,99
Sidoroff,99
Siiriäinen,99
Siuvatti,99
Smulter,99
Sunikka,99
Suntila,99
Tankka,99
Teuho,99
Thesslund,99
Thurén,99
Töytäri,99
Vihervirta,99
Viirumäki,99
Villgren,99
Vuontisjärvi,99
Alakurtti,98
Andström,98
Cederqvist,98
Ceesay,98
Haapajoki,98
Harja,98
Heinikangas,98
Holkeri,98
Huhtamaa,98
Högnäs,98
Jolanki,98
Kalander,98
Kallberg,98
Karhusaari,98
Karjanmaa,98
Kietäväinen,98
Koivuneva,98
Krohns,98
Kulojärvi,98
Kuorelahti,98
Kuusio,98
Liutu,98
Logren,98
Malmelin,98
Melender,98
Mesimäki,98
Mettiäinen,98
Miskala,98
Mursula,98
Mäcklin,98
Mäki-Turja,98
Mörö,98
Palmqvist,98
Poikulainen,98
Puolamäki,98
Pykälistö,98
Pätilä,98
Pönniö,98
Rahtu,98
Rannanpää,98
Rantakaulio,98
Sandin,98
Stjernvall,98
Sumiloff,98
Swanljung,98
Säävälä,98
Taavela,98
Tilvis,98
Tuohimäki,98
Tyrmi,98
Törnström,98
Uusipaikka,98
Valkjärvi,98
Vikkula,98
Ölander,98
Ahveninen,97
Aliranta,97
Björnholm,97
Enroos,97
Grekula,97
Gunell,97
Henttula,97
Hypén,97
Jusslin,97
Juvela,97
Kansanoja,97
Keskiniva,97
Kihlman,97
Korsström,97
Kortekangas,97
Krogell,97
Kössi,97
Lamsijärvi,97
Lapiolahti,97
Lehtineva,97
Linkola,97
Mahosenaho,97
Mattfolk,97
Montin,97
Musikka,97
Neijonen,97
Notkola,97
Oesch,97
Ojamäki,97
Pajumäki,97
Pienmunne,97
Piiponniemi,97
Poola,97
Potinkara,97
Rautasalo,97
Runonen,97
Saatsi,97
Sahlgren,97
Satama,97
Sjö,97
Stellberg,97
Suninen,97
Svanberg,97
Sydänmetsä,97
Syvälahti,97
Taittonen,97
Valtola,97
Vasala,97
Vihervä,97
Vistbacka,97
Välkky,97
Alasuvanto,96
Busk,96
Buss,96
Erlund,96
Esala,96
Evans,96
Fagernäs,96
Granfelt,96
Helmi,96
Huhti,96
Hyrsky,96
Häkki,96
Ihantola,96
Jyllilä,96
Järvenmäki,96
Jäärni,96
Jönsson,96
Karkulehto,96
Kaurila,96
Kelander,96
Keskiaho,96
Keto-Tokoi,96
Keväänranta,96
Kirjanen,96
Kivikari,96
Kling,96
Kotkavuori,96
Kuhalampi,96
Kykyri,96
Källström,96
Lahdensuu,96
Laitiainen,96
Lamminsalo,96
Lewis,96
Luode,96
Matela,96
Monni,96
Mukka,96
Nätti,96
Palmberg,96
Palovuori,96
Panu,96
Piilinen,96
Punta,96
Pöntiö,96
Rajavaara,96
Renholm,96
Riihilahti,96
Riittinen,96
Risikko,96
Ritakorpi,96
Ruohio,96
Saarman,96
Sahlsten,96
Siippainen,96
Siltamäki,96
Sulo,96
Svenn,96
Tantarimäki,96
Veini,96
Veräjänkorva,96
Wihlman,96
Viipuri,96
Wirta,96
Ylitapio,96
Åvist,96
Alaoja,95
Alavuotunki,95
Blinnikka,95
Blomström,95
Degerholm,95
Eho,95
Forsbom,95
Gillberg,95
Harsia,95
Hemmi,95
Hiekkavirta,95
Hirvasoja,95
Iho,95
Ingalsuo,95
Jonasson,95
Jung,95
Kaarlenkaski,95
Kuurila,95
Lakela,95
Luoti,95
Mankonen,95
Mansikkala,95
Mansnerus,95
Mehtomaa,95
Metsi,95
Mäenranta,95
Mäkivirta,95
Nelson,95
Paadar,95
Pankka,95
Piha,95
Puntti,95
Ramula,95
Rashid,95
Roman,95
Råstedt,95
Röman,95
Rössi,95
Saijets,95
Sakkara,95
Schalin,95
Sippu,95
Ståhlström,95
Suikka,95
Säärelä,95
Tillonen,95
Tuittu,95
Törmi,95
Ukonmaanaho,95
Vaaja,95
Vankka,95
Vannas,95
Vesteri,95
Viianen,95
Ärväs,95
Aittamaa,94
Aska,94
Harvala,94
Heikkurinen,94
Helen,94
Hevonoja,94
Högnabba,94
Juntikka,94
Järn,94
Kalilainen,94
Kauramäki,94
Kehus,94
Kempe,94
Kontiola,94
Kreander,94
Kylmälahti,94
Laitanen,94
Lepikkö,94
Luikku,94
Lumio,94
Martonen,94
Mustaparta,94
Mäki-Mantila,94
Nordfors,94
Nysten,94
Parkatti,94
Paski,94
Pohtila,94
Puharinen,94
Pusenius,94
Putro,94
Pått,94
Robinson,94
Ruonakangas,94
Santasalo,94
Selkämaa,94
Staffans,94
Tiinanen,94
Tähtelä,94
Törö,94
Uuskoski,94
Wainio,94
Vallinkoski,94
Vellamo,94
Viitamaa,94
Ånäs,94
Österblad,94
Akujärvi,93
Edgren,93
Haaramo,93
Hakalax,93
Hiirikoski,93
Höynälä,93
Iikkanen,93
Itänen,93
Jälkö,93
Kaatrasalo,93
Kahari,93
Kaminen,93
Klaus,93
Koivulampi,93
Kolhonen,93
Kyllinen,93
Lapatto,93
Latosaari,93
Lähteelä,93
Maaniitty,93
Metsämuuronen,93
Nilsen,93
Näätsaari,93
Paasikoski,93
Papinniemi,93
Pastila,93
Pernaa,93
Petersen,93
Peuralahti,93
Piikki,93
Pinomaa,93
Raami,93
Raiskinmäki,93
Riivari,93
Ronkonen,93
Rosendal,93
Röksä,93
Samanen,93
Severinkangas,93
Siiki,93
Soukko,93
Svan,93
Svanström,93
Tahko,93
Tarkki,93
Toikander,93
Toratti,93
Touronen,93
Ukskoski,93
Valanne,93
Viinikanoja,93
Vilppo,93
Wirman,93
Vuolli,93
Vuorjoki,93
Yang,93
Andberg,92
Brummer,92
Dolk,92
Front,92
Gull,92
Halt,92
Hanhiniemi,92
Heiliö,92
Hernetkoski,92
Hiivala,92
Holmkvist,92
Holst,92
Ipatti,92
Isoranta,92
Jarvansalo,92
Javarus,92
Jokisaari,92
Junkala,92
Karim,92
Karkiainen,92
Kortman,92
Kronberg,92
Kukkasniemi,92
Lampen,92
Leijala,92
Limingoja,92
Ljunggren,92
Mieskolainen,92
Mäntyjärvi,92
Mömmö,92
Möttö,92
Naulapää,92
Nordblad,92
Nystrand,92
Näse,92
Perander,92
Pöhö,92
Pöyhölä,92
Rajavuori,92
Rantasuo,92
Reinvall,92
Reuter,92
Rolig,92
Rönnkvist,92
Samuli,92
Saurio,92
Shala,92
Soramäki,92
Stam,92
Stedt,92
Tervasmäki,92
Töyli,92
Uitti,92
Ulenius,92
Uurtamo,92
Uusikylä,92
Uusi-Pohjola,92
Valkamo,92
Valppu,92
Verkasalo,92
Virola,92
Währn,92
Ylianttila,92
Dogan,91
Gerdt,91
Glasberg,91
Hellevaara,91
Hummasti,91
Huumo,91
Jäkkö,91
Kalinainen,91
Kansonen,91
Karevaara,91
Karikko,91
Karnaattu,91
Karri,91
Karsten,91
Kiander,91
Kiiala,91
Kokkomäki,91
Kolomainen,91
Korpijaakko,91
Korpunen,91
Kuusimurto,91
Lehtivuori,91
Leppikorpi,91
Lithén,91
Loukko,91
Luoranen,91
Maronen,91
Mielityinen,91
Myrskog,91
Mäntykivi,91
Niilola,91
Nummikoski,91
Ojantakanen,91
Pakalén,91
Palokas,91
Rautelin,91
Regina,91
Rein,91
Rinteelä,91
Ritakallio,91
Rotko,91
Ryhtä,91
Sarparanta,91
Sergejeff,91
Sibakov,91
Sinko,91
Soila,91
Suosalo,91
Syväluoma,91
Tverin,91
Urponen,91
Vaaramaa,91
Vahteri,91
Vahvanen,91
Vaitiniemi,91
Vallivaara,91
Vanha,91
Vessari,91
Viio,91
Vähäsantanen,91
Väliviita,91
Ahtila,90
Bågman,90
Böling,90
Finnäs,90
Gestranius,90
Haakanen,90
Hanhijärvi,90
Havas,90
Havula,90
Helkkula,90
Hentinen,90
Huovari,90
Hyöty,90
Isomursu,90
Jokitulppo,90
Jungell,90
Kares,90
Kasvi,90
Kelhä,90
Kellberg,90
Koisti,90
Koivuporras,90
Kortteinen,90
Krause,90
Krouvi,90
Kulta,90
Kultima,90
Kuntola,90
Kuopio,90
Kylmäaho,90
Kylmäoja,90
Kytökorpi,90
Lampikoski,90
Laurio,90
Liisanantti,90
Loippo,90
Loppukaarre,90
Mallenius,90
Markuksela,90
Martikka,90
Martola,90
Mentu,90
Mustakoski,90
Muuriaisniemi,90
Mäihäniemi,90
Niskavaara,90
Oljakka,90
Osmonen,90
Paavonen,90
Pouru,90
Puntila,90
Pönkkö,90
Raivonen,90
Rantasalmi,90
Rauhamaa,90
Rautiala,90
Ring,90
Roivanen,90
Rosbäck,90
Ruhkala,90
Ruuhimäki,90
Ryökäs,90
Röning,90
Sainmaa,90
Saksanen,90
Salko,90
Sandman,90
Savikuja,90
Siilin,90
Suurhasko,90
Talso,90
Tarkkala,90
Torpo,90
Tuomivirta,90
Ukura,90
Veltheim,90
Vuorimies,90
Yli-Rantala,90
Öman,90
Österbacka,90
Östlund,90
Agge,89
Ahjoniemi,89
Ahlnäs,89
Ala-Kokko,89
Ansala,89
Antin,89
Auno,89
Blomroos,89
Campbell,89
Collanus,89
Dinh,89
Esselström,89
Finneman,89
Grip,89
Hack,89
Hakunti,89
Halunen,89
Havulehto,89
Helkamäki,89
Hietasalo,89
Holmala,89
Holmbäck,89
Hotokka,89
Huhmarniemi,89
Hylkilä,89
Häme,89
Jankkila,89
Jauhonen,89
Jaukkuri,89
Karhila,89
Karling,89
Kekoni,89
Kippilä,89
Kruus,89
Kurra,89
Kyötikki,89
Lassas,89
Leppimäki,89
Liminka,89
Lohman,89
Löhönen,89
Malmivuori,89
Mella,89
Miekka,89
Miftari,89
Muraja,89
Mäki-Petäjä,89
Nuolikoski,89
Paakinaho,89
Pajanen,89
Pentinsaari,89
Pirneskoski,89
Pohjankoski,89
Puolanne,89
Pylkkä,89
Rahimi,89
Rahkila,89
Reijo,89
Rinnekangas,89
Ripattila,89
Roms,89
Ruppa,89
Sakala,89
Snabb,89
Sottinen,89
Sundén,89
Tuulos,89
Vattula,89
Vestergård,89
Virsunen,89
Ådahl,89
Alamikkelä,88
Aulanko,88
Bergfors,88
Dahlsten,88
Davis,88
Enbuske,88
Ginström,88
Guled,88
Heliö,88
Hellemaa,88
Hellgrén,88
Hernesaho,88
Ho,88
Hussa,88
Hyväkkä,88
Iisakkala,88
Jaaksi,88
Jekkonen,88
Jähi,88
Kaihlanen,88
Kaivo-oja,88
Kivilehto,88
Korvola,88
Kurt,88
Kylander,88
Kylkilahti,88
Liljedahl,88
Linnakoski,88
Luodes,88
Maisala,88
Mangs,88
Mutkala,88
Neuman,88
Niiniviita,88
Olsbo,88
Osola,88
Parri,88
Pihlajakangas,88
Pohjanoksa,88
Poijärvi,88
Prykäri,88
Pykälä,88
Pöyhiä,88
Ralli,88
Rasinaho,88
Rojo,88
Rynö,88
Satukangas,88
Seitz,88
Sjödahl,88
Suonsivu,88
Tenhovuori,88
Thure,88
Tiistola,88
Töllikkö,88
Veneranta,88
Westin,88
Vieltojärvi,88
Viiliäinen,88
Wrede,88
Yppärilä,88
Yrttimaa,88
Öblom,88
Ansas,87
Borgmästars,87
Finnig,87
Hankilanoja,87
Hanska,87
Haring,87
Hokkala,87
Honkaharju,87
Impivaara,87
Jomppanen,87
Joukanen,87
Juuri,87
Karhi,87
Karmala,87
Keyriläinen,87
Koljander,87
Kummunmäki,87
Köntti,87
Lastumäki,87
Lesch,87
Liewendahl,87
Liljekvist,87
Lintonen,87
Luhtasaari,87
Lusenius,87
Maaskola,87
Mahlanen,87
Maikkula,87
Mannela,87
Melén,87
Merikivi,87
Mertsalmi,87
Metsomäki,87
Niittyvuopio,87
Noro,87
Nuikka,87
Nylén,87
Okkola,87
Paltto,87
Permanto,87
Ponto,87
Pouhula,87
Pykäri,87
Pyysing,87
Pähtilä,87
Rantti,87
Ristiharju,87
Roimola,87
Rojola,87
Seipäjärvi,87
Sellman,87
Sheikh,87
Springare,87
Säippä,87
Särkimäki,87
Törölä,87
Vahlsten,87
Wu,87
Vänninen,87
Yrjälä,87
Alam,86
Alaraatikka,86
Alitupa,86
Ananin,86
Berts,86
Bhandari,86
Buddas,86
Buska,86
Damski,86
Duong,86
Elovirta,86
Groop,86
Haaksluoto,86
Harjumäki,86
Harjunmaa,86
Hautaoja,86
Havumäki,86
Hindsberg,86
Hoikkanen,86
Jakkula,86
Jern,86
Joutsiniemi,86
Kandolin,86
Karenius,86
Karvosenoja,86
Kielinen,86
Kirkinen,86
Knaapinen,86
Koivusipilä,86
Koski-Vähälä,86
Kotavuopio,86
Kuosma,86
Kurka,86
Leppäharju,86
Lillberg,86
Lääkkölä,86
Maasalo,86
Mahlberg,86
Makkula,86
Mansukoski,86
Matikkala,86
Melartin,86
Napari,86
Nyback,86
Pakisjärvi,86
Pukero,86
Päiväläinen,86
Pääskynen,86
Pötry,86
Rantapelkonen,86
Rinnemaa,86
Ruokoja,86
Ruotoistenmäki,86
Saareks,86
Sammalkangas,86
Sauramäki,86
Savijoki,86
Savila,86
Syynimaa,86
Temisevä,86
Tenno,86
Tilles,86
Tukeva,86
Vanttaja,86
von Knorring,86
Wood,86
Vuorilehto,86
Välkki,86
Vörlin,86
Adan,85
Ala-Huikku,85
Alajoutsijärvi,85
Attila,85
Ericsson,85
Hammarström,85
Hautasaari,85
Hindström,85
Hovatov,85
